user_idx,product_idx,implicit_rating,interaction_type
1045,39,5,conversion
558,61,1,view
857,6,3,add_to_cart
786,59,5,conversion
1049,20,5,conversion
91,87,1,view
1270,2,1,view
1859,13,1,view
1629,89,1,view
1358,23,1,view
132,30,1,view
1436,79,3,add_to_cart
965,28,1,view
276,19,2,click
1376,7,3,add_to_cart
1458,55,1,view
891,51,5,conversion
586,83,1,view
479,94,2,click
568,20,2,click
1335,14,2,click
843,72,1,view
685,28,2,click
1935,64,2,click
1870,9,1,view
1363,1,1,view
1821,8,1,view
1980,66,1,view
681,57,1,view
237,28,1,view
1651,56,3,add_to_cart
1550,83,2,click
607,45,1,view
762,17,1,view
645,15,1,view
22,94,1,view
748,63,1,view
1974,20,2,click
764,4,2,click
1088,63,3,add_to_cart
546,37,1,view
1581,24,1,view
1379,75,2,click
1742,89,2,click
888,83,1,view
1912,40,2,click
1222,19,3,add_to_cart
504,40,1,view
71,49,2,click
685,85,1,view
749,11,1,view
1559,75,3,add_to_cart
914,88,5,conversion
154,74,1,view
1797,66,1,view
685,27,1,view
353,58,3,add_to_cart
547,97,3,add_to_cart
1653,42,2,click
40,85,1,view
1008,54,2,click
229,25,3,add_to_cart
853,97,1,view
567,87,1,view
655,19,3,add_to_cart
1647,55,2,click
508,19,3,add_to_cart
261,86,2,click
1849,99,1,view
1518,86,2,click
4,13,1,view
1415,13,1,view
1475,56,1,view
1143,68,1,view
1585,71,2,click
1981,84,1,view
916,98,2,click
618,70,2,click
1878,82,2,click
1501,15,3,add_to_cart
1831,51,2,click
998,96,3,add_to_cart
511,1,2,click
1067,2,1,view
1109,75,2,click
24,42,3,add_to_cart
1861,65,1,view
247,34,1,view
443,36,2,click
51,43,5,conversion
1132,94,1,view
1478,6,1,view
1943,90,1,view
1960,82,2,click
1686,84,1,view
1642,75,2,click
1299,23,5,conversion
1593,30,5,conversion
199,52,2,click
1164,38,1,view
1822,17,5,conversion
153,20,3,add_to_cart
1802,37,3,add_to_cart
1971,57,3,add_to_cart
1588,33,1,view
235,19,2,click
1482,93,1,view
1072,24,1,view
325,6,1,view
1656,34,2,click
1686,71,2,click
539,74,3,add_to_cart
1483,41,2,click
1735,22,1,view
1765,74,1,view
501,28,1,view
1727,33,2,click
756,53,5,conversion
724,63,2,click
1785,15,2,click
800,45,1,view
1762,65,2,click
432,2,1,view
1176,79,1,view
117,38,1,view
1026,72,2,click
811,37,2,click
814,34,1,view
1082,49,1,view
1482,90,3,add_to_cart
1797,41,1,view
1817,16,2,click
1734,28,1,view
302,34,3,add_to_cart
1131,62,1,view
192,23,1,view
1828,27,2,click
1164,46,3,add_to_cart
1909,99,1,view
514,41,2,click
242,64,2,click
1408,41,3,add_to_cart
409,73,1,view
1811,4,2,click
755,34,2,click
1895,35,3,add_to_cart
1383,81,1,view
1086,45,2,click
1900,65,1,view
352,1,1,view
784,47,1,view
401,22,1,view
1874,76,1,view
290,58,1,view
334,17,1,view
1103,30,1,view
356,60,1,view
1855,32,1,view
421,78,2,click
1441,96,5,conversion
1976,43,2,click
963,71,3,add_to_cart
1595,4,1,view
1969,17,3,add_to_cart
36,11,3,add_to_cart
1018,10,2,click
54,53,1,view
606,46,3,add_to_cart
36,17,2,click
1352,97,2,click
547,58,1,view
747,85,1,view
195,82,1,view
505,79,1,view
1521,27,1,view
488,94,2,click
1693,67,1,view
1357,95,1,view
959,73,2,click
1819,54,1,view
996,95,1,view
987,82,2,click
1538,6,2,click
199,10,2,click
125,37,1,view
471,65,1,view
1518,59,3,add_to_cart
355,50,1,view
173,82,2,click
960,91,1,view
1271,96,1,view
454,24,3,add_to_cart
1529,36,1,view
664,27,2,click
1927,78,1,view
540,16,1,view
1565,63,1,view
1576,23,1,view
516,46,1,view
694,6,1,view
218,84,3,add_to_cart
1076,44,1,view
204,36,2,click
884,4,1,view
775,24,2,click
1192,50,2,click
1094,62,2,click
1035,38,1,view
1605,2,2,click
1629,85,1,view
678,88,2,click
1811,75,2,click
505,47,2,click
1621,76,1,view
1541,60,1,view
785,73,2,click
1479,31,2,click
363,67,1,view
267,82,2,click
307,40,1,view
166,53,2,click
1441,82,1,view
1946,37,1,view
911,82,1,view
1360,8,2,click
1559,72,2,click
889,27,2,click
1528,10,3,add_to_cart
1781,73,1,view
1471,37,2,click
671,74,1,view
1991,8,1,view
1147,42,2,click
354,29,5,conversion
680,80,1,view
1267,35,1,view
1012,62,2,click
281,51,2,click
1034,74,1,view
1701,45,1,view
1965,72,3,add_to_cart
1797,63,2,click
1167,10,2,click
1134,80,2,click
1659,17,1,view
1126,91,2,click
47,3,1,view
523,22,2,click
835,85,1,view
118,50,1,view
175,41,1,view
1200,43,1,view
1775,74,2,click
1558,5,2,click
814,56,1,view
1428,85,5,conversion
28,84,2,click
3,91,1,view
1925,45,2,click
990,23,1,view
1349,22,1,view
1379,82,1,view
1998,92,2,click
1963,50,1,view
1441,84,1,view
609,66,1,view
91,44,1,view
254,75,1,view
1521,42,1,view
1336,27,3,add_to_cart
524,26,2,click
481,41,1,view
884,59,1,view
916,87,1,view
909,27,1,view
1479,16,1,view
1705,98,1,view
1749,61,1,view
423,85,1,view
613,90,2,click
896,76,1,view
2,60,3,add_to_cart
153,80,3,add_to_cart
1285,23,3,add_to_cart
61,52,1,view
1352,73,2,click
985,33,5,conversion
804,90,5,conversion
1237,97,1,view
1369,34,1,view
1625,95,1,view
245,96,3,add_to_cart
593,98,1,view
798,54,2,click
1658,31,2,click
1505,6,1,view
713,96,1,view
1905,73,1,view
295,46,1,view
912,93,2,click
777,62,1,view
1493,1,1,view
1147,97,1,view
113,84,1,view
1070,88,1,view
1219,38,3,add_to_cart
1722,49,1,view
1486,53,2,click
1976,9,1,view
775,11,1,view
1428,81,2,click
419,84,1,view
1908,30,1,view
1173,50,1,view
1970,56,1,view
1429,38,1,view
1188,97,1,view
652,8,2,click
1713,43,1,view
821,27,5,conversion
126,83,1,view
798,18,2,click
241,6,1,view
158,49,1,view
912,65,1,view
1517,91,3,add_to_cart
113,38,3,add_to_cart
1026,13,1,view
1517,83,1,view
1768,96,1,view
1909,88,2,click
1533,80,5,conversion
1292,31,2,click
747,20,1,view
1287,20,2,click
1219,40,2,click
1114,50,1,view
960,89,1,view
738,38,2,click
1197,91,2,click
971,11,5,conversion
1420,75,3,add_to_cart
786,77,2,click
1905,12,1,view
1441,70,1,view
1683,61,1,view
1345,16,2,click
444,99,2,click
214,27,5,conversion
800,65,2,click
964,33,1,view
320,8,1,view
1552,69,3,add_to_cart
588,9,1,view
987,10,2,click
1519,77,5,conversion
1077,34,1,view
1280,82,1,view
1479,75,1,view
847,96,1,view
892,85,5,conversion
746,43,2,click
320,19,1,view
754,46,3,add_to_cart
1414,69,1,view
1004,85,1,view
1839,55,1,view
1605,85,1,view
302,70,2,click
1461,22,2,click
456,30,1,view
294,69,3,add_to_cart
1079,78,1,view
767,92,3,add_to_cart
718,76,2,click
615,62,3,add_to_cart
840,67,2,click
1741,94,1,view
844,35,2,click
657,4,1,view
309,66,1,view
1552,1,3,add_to_cart
251,70,3,add_to_cart
1486,87,1,view
1118,6,3,add_to_cart
983,40,1,view
635,44,2,click
1530,86,1,view
227,83,1,view
1084,1,1,view
1151,82,2,click
1393,53,1,view
1007,33,1,view
891,10,2,click
914,68,3,add_to_cart
1494,70,5,conversion
771,24,3,add_to_cart
1609,81,1,view
1562,42,1,view
449,29,1,view
909,56,1,view
1175,52,5,conversion
406,61,2,click
1762,18,1,view
1772,88,1,view
1827,21,2,click
1261,9,1,view
371,27,1,view
423,70,3,add_to_cart
1021,31,1,view
641,6,1,view
337,14,2,click
17,40,3,add_to_cart
7,32,1,view
1539,53,1,view
979,82,2,click
335,76,1,view
727,75,1,view
483,52,1,view
1171,68,2,click
1916,40,2,click
1242,71,1,view
1538,38,1,view
1475,29,1,view
747,26,2,click
1322,67,2,click
1073,57,3,add_to_cart
1036,95,2,click
1392,44,3,add_to_cart
1786,46,1,view
501,14,2,click
1253,68,1,view
537,33,5,conversion
1480,76,3,add_to_cart
132,55,1,view
1156,40,1,view
980,32,1,view
989,35,1,view
1311,20,1,view
455,64,1,view
932,56,1,view
1848,9,2,click
1878,79,1,view
1122,96,2,click
1063,60,1,view
1009,75,3,add_to_cart
1101,28,1,view
383,76,1,view
1595,3,3,add_to_cart
662,75,1,view
587,44,2,click
897,29,1,view
1127,46,1,view
660,93,2,click
1170,28,1,view
1895,23,1,view
257,84,2,click
961,13,5,conversion
385,78,1,view
1920,7,2,click
1562,52,1,view
414,47,3,add_to_cart
398,91,1,view
1935,60,1,view
1857,74,2,click
41,73,1,view
1660,20,2,click
1495,90,1,view
826,0,2,click
1147,62,2,click
666,81,1,view
1334,70,1,view
1436,60,5,conversion
952,54,1,view
1204,60,1,view
1189,82,3,add_to_cart
1484,31,3,add_to_cart
1731,49,1,view
1165,63,2,click
1021,64,3,add_to_cart
1904,42,5,conversion
1619,96,1,view
1316,37,1,view
745,84,1,view
1442,17,2,click
321,78,3,add_to_cart
1493,98,2,click
1405,10,1,view
904,78,1,view
372,88,3,add_to_cart
828,45,1,view
1058,20,1,view
790,30,1,view
1272,38,2,click
1511,44,1,view
247,8,1,view
654,26,2,click
1720,98,5,conversion
1936,56,1,view
1641,81,1,view
185,91,3,add_to_cart
1610,70,1,view
70,64,2,click
622,0,1,view
1457,40,2,click
1414,70,3,add_to_cart
746,25,2,click
693,79,2,click
290,55,2,click
1782,79,3,add_to_cart
68,98,1,view
1429,3,1,view
1633,24,3,add_to_cart
837,77,1,view
372,8,2,click
1095,13,1,view
1121,31,2,click
1600,3,3,add_to_cart
375,61,3,add_to_cart
1066,42,1,view
1165,71,2,click
228,36,5,conversion
1484,73,1,view
172,28,1,view
981,30,1,view
1815,54,2,click
1159,4,3,add_to_cart
1083,47,2,click
68,52,2,click
1399,64,1,view
1762,54,2,click
1562,66,3,add_to_cart
867,56,1,view
1097,50,1,view
1365,52,1,view
817,60,1,view
1912,44,2,click
919,31,2,click
1542,41,1,view
1660,0,1,view
1525,96,2,click
1819,56,1,view
1349,16,1,view
24,37,1,view
672,88,3,add_to_cart
1533,68,2,click
1510,64,2,click
52,80,2,click
655,41,2,click
309,27,1,view
1031,37,2,click
1606,60,2,click
95,67,1,view
590,14,1,view
586,10,1,view
1616,59,2,click
1917,97,1,view
501,14,1,view
28,66,2,click
876,98,2,click
234,11,1,view
751,80,1,view
894,11,1,view
582,2,2,click
902,84,2,click
92,5,1,view
1698,39,1,view
616,4,3,add_to_cart
1134,75,1,view
1282,61,1,view
1790,73,2,click
76,83,1,view
1243,39,2,click
680,55,2,click
1513,89,3,add_to_cart
1330,64,3,add_to_cart
1884,86,1,view
1342,50,1,view
445,51,1,view
286,21,1,view
666,98,2,click
1523,12,1,view
1073,93,1,view
715,8,2,click
1582,37,3,add_to_cart
1367,23,1,view
1324,81,3,add_to_cart
1254,80,3,add_to_cart
833,51,2,click
1374,77,1,view
83,93,1,view
731,27,2,click
1941,90,2,click
559,89,5,conversion
1847,92,2,click
1557,69,2,click
854,63,2,click
1724,40,1,view
20,87,2,click
224,94,1,view
1156,74,2,click
917,26,1,view
1688,1,5,conversion
1026,14,3,add_to_cart
1985,52,5,conversion
1865,71,1,view
1829,2,1,view
1283,69,1,view
1234,13,2,click
1125,12,1,view
207,48,1,view
534,52,1,view
314,47,1,view
228,19,3,add_to_cart
448,53,1,view
903,51,2,click
926,50,1,view
1775,20,2,click
1933,74,1,view
1020,95,2,click
1928,39,1,view
745,4,2,click
1292,72,2,click
1263,57,1,view
1850,29,2,click
183,97,1,view
1015,12,3,add_to_cart
75,35,1,view
1920,10,1,view
1860,98,1,view
179,53,1,view
1737,33,1,view
214,47,1,view
535,36,5,conversion
1397,84,2,click
1296,18,2,click
1621,53,2,click
585,93,5,conversion
526,11,2,click
1718,73,2,click
234,28,3,add_to_cart
1674,59,2,click
520,76,2,click
1696,54,1,view
1234,24,3,add_to_cart
1654,24,1,view
1216,50,3,add_to_cart
1507,21,1,view
355,60,2,click
4,90,3,add_to_cart
576,84,2,click
636,55,1,view
1562,34,1,view
348,55,2,click
389,45,1,view
317,41,1,view
789,11,2,click
293,55,2,click
1702,11,1,view
523,15,3,add_to_cart
737,44,1,view
18,73,2,click
559,16,3,add_to_cart
1287,46,2,click
1774,61,1,view
753,51,3,add_to_cart
1030,81,1,view
1852,35,2,click
1076,22,2,click
898,20,1,view
309,50,1,view
628,4,2,click
377,84,2,click
1000,67,3,add_to_cart
1501,31,1,view
962,20,1,view
499,19,3,add_to_cart
256,57,1,view
1476,54,1,view
889,78,1,view
1037,65,3,add_to_cart
1189,81,3,add_to_cart
1561,49,2,click
914,81,2,click
1541,37,2,click
309,73,1,view
1243,78,1,view
149,25,1,view
709,81,3,add_to_cart
321,93,2,click
825,52,2,click
1452,77,5,conversion
9,87,1,view
828,83,1,view
899,82,2,click
1563,23,1,view
154,50,1,view
1460,91,2,click
1790,13,1,view
1222,1,1,view
619,5,3,add_to_cart
1135,87,2,click
387,25,1,view
653,85,3,add_to_cart
1491,12,2,click
215,50,1,view
1107,1,1,view
867,17,2,click
1779,15,3,add_to_cart
454,64,2,click
1419,94,3,add_to_cart
1319,46,5,conversion
147,14,1,view
1586,85,3,add_to_cart
1153,61,2,click
193,46,1,view
532,11,3,add_to_cart
1187,10,1,view
773,99,1,view
1024,53,3,add_to_cart
482,91,1,view
122,37,1,view
1946,18,1,view
1337,22,3,add_to_cart
636,63,2,click
1239,16,1,view
1891,43,1,view
1601,70,5,conversion
299,54,5,conversion
203,99,1,view
88,53,1,view
123,67,1,view
158,41,3,add_to_cart
1729,78,3,add_to_cart
1016,83,1,view
278,90,2,click
1072,8,1,view
1252,61,2,click
376,54,2,click
856,47,1,view
1092,27,1,view
190,97,1,view
1904,86,3,add_to_cart
232,37,1,view
1953,28,1,view
401,6,2,click
1994,58,1,view
574,96,1,view
36,24,2,click
1234,19,1,view
106,43,3,add_to_cart
1513,85,1,view
814,5,1,view
1295,22,5,conversion
1916,36,1,view
1051,41,3,add_to_cart
919,79,2,click
1094,67,2,click
129,29,1,view
467,68,1,view
676,22,1,view
1607,26,1,view
1177,58,2,click
357,98,1,view
76,14,1,view
1373,86,1,view
1400,37,1,view
1809,47,1,view
1312,10,2,click
822,39,1,view
549,58,2,click
117,60,3,add_to_cart
1702,73,1,view
552,96,1,view
818,52,5,conversion
1711,66,1,view
1724,44,1,view
1307,83,1,view
34,35,3,add_to_cart
688,69,1,view
1009,46,1,view
1790,94,1,view
951,4,2,click
111,93,1,view
908,18,1,view
1799,9,2,click
1568,46,5,conversion
1447,64,1,view
395,26,1,view
1651,96,1,view
861,74,1,view
37,14,1,view
639,51,1,view
1815,79,2,click
1886,26,1,view
14,55,1,view
356,49,1,view
1161,26,1,view
794,95,1,view
1557,49,1,view
1918,29,1,view
776,12,1,view
1851,70,5,conversion
389,13,1,view
973,10,2,click
247,77,2,click
604,40,1,view
1512,32,1,view
1561,14,2,click
1304,73,1,view
1134,9,2,click
1453,1,1,view
1699,96,3,add_to_cart
845,98,1,view
1656,29,2,click
322,53,5,conversion
747,76,1,view
966,55,1,view
372,33,1,view
1335,3,1,view
380,67,2,click
770,61,5,conversion
111,50,1,view
1520,54,1,view
603,74,1,view
395,46,3,add_to_cart
901,56,1,view
1360,38,2,click
752,60,1,view
690,24,1,view
1460,63,3,add_to_cart
1278,79,3,add_to_cart
1010,88,2,click
1573,44,1,view
249,40,2,click
1933,66,2,click
1863,67,2,click
1462,14,1,view
1492,70,3,add_to_cart
202,61,5,conversion
649,14,1,view
528,20,2,click
237,20,1,view
1650,64,1,view
746,39,5,conversion
900,27,1,view
1377,26,1,view
1890,94,1,view
1723,91,1,view
1174,0,2,click
823,76,1,view
1852,40,2,click
1111,45,1,view
1667,0,1,view
15,15,2,click
1628,11,3,add_to_cart
825,11,1,view
792,13,1,view
1795,4,1,view
1376,16,1,view
1090,28,3,add_to_cart
1361,66,2,click
1331,11,1,view
60,31,5,conversion
962,75,1,view
1955,54,1,view
62,8,2,click
1363,99,3,add_to_cart
1904,94,3,add_to_cart
595,16,2,click
1480,7,2,click
1788,56,2,click
1964,19,3,add_to_cart
153,15,1,view
573,26,1,view
1410,22,1,view
1353,90,5,conversion
142,15,1,view
968,40,3,add_to_cart
1349,50,3,add_to_cart
295,35,3,add_to_cart
1081,18,1,view
1950,7,2,click
1832,37,1,view
150,10,1,view
1046,33,1,view
459,66,3,add_to_cart
1928,76,3,add_to_cart
200,80,2,click
1256,19,1,view
1882,88,1,view
652,18,1,view
1543,63,1,view
526,41,1,view
1895,29,1,view
887,96,3,add_to_cart
1188,40,1,view
69,99,1,view
1682,36,1,view
1415,27,1,view
1901,83,1,view
458,82,2,click
1312,54,2,click
1617,30,2,click
1550,87,1,view
1016,69,2,click
1400,5,2,click
1096,54,2,click
1401,95,1,view
1531,48,1,view
1141,98,2,click
28,35,1,view
1379,41,2,click
1980,35,2,click
1000,39,3,add_to_cart
492,30,1,view
456,47,5,conversion
1699,83,3,add_to_cart
960,31,1,view
1234,61,1,view
1361,54,2,click
737,19,3,add_to_cart
743,30,1,view
1656,89,1,view
1766,40,1,view
8,72,1,view
37,10,3,add_to_cart
236,66,1,view
814,71,2,click
916,34,2,click
1510,79,1,view
1156,2,1,view
1613,84,3,add_to_cart
66,76,1,view
1887,73,1,view
138,67,1,view
1494,19,1,view
1034,6,1,view
420,94,3,add_to_cart
1240,81,3,add_to_cart
589,9,1,view
1301,12,1,view
709,34,1,view
1413,92,2,click
1840,81,3,add_to_cart
1616,48,1,view
999,65,2,click
1827,78,1,view
1091,94,2,click
110,50,2,click
412,11,2,click
307,85,3,add_to_cart
942,74,1,view
285,70,1,view
1691,20,1,view
1957,10,1,view
799,62,1,view
709,0,3,add_to_cart
1450,27,2,click
704,96,3,add_to_cart
252,54,1,view
943,89,1,view
1976,33,1,view
571,22,1,view
1450,63,1,view
412,40,2,click
476,89,1,view
520,23,3,add_to_cart
207,86,3,add_to_cart
1479,19,1,view
517,23,1,view
1216,30,3,add_to_cart
534,14,1,view
1040,58,1,view
1451,78,1,view
701,6,5,conversion
1356,42,5,conversion
278,84,5,conversion
1625,42,1,view
1781,82,3,add_to_cart
4,98,2,click
735,88,3,add_to_cart
1400,70,1,view
1244,90,2,click
809,37,2,click
373,62,1,view
1198,44,1,view
455,66,2,click
203,54,5,conversion
1607,9,1,view
304,10,1,view
212,13,2,click
1303,9,1,view
424,6,1,view
973,42,1,view
1936,97,2,click
364,33,1,view
1181,35,5,conversion
1704,99,3,add_to_cart
1457,93,3,add_to_cart
349,27,1,view
1493,16,1,view
1753,21,3,add_to_cart
1142,61,2,click
1072,96,1,view
1441,60,1,view
1573,96,2,click
1178,38,1,view
1701,13,1,view
24,67,5,conversion
1150,56,5,conversion
420,61,2,click
253,28,3,add_to_cart
228,54,3,add_to_cart
1516,70,1,view
769,83,1,view
13,79,5,conversion
1220,26,1,view
762,13,2,click
152,57,3,add_to_cart
617,34,2,click
1115,71,2,click
1646,31,2,click
404,56,2,click
1331,56,3,add_to_cart
1646,29,2,click
196,28,2,click
912,7,2,click
1177,34,1,view
627,46,1,view
63,56,3,add_to_cart
1807,1,1,view
1871,29,3,add_to_cart
659,83,3,add_to_cart
1062,16,3,add_to_cart
1878,33,2,click
207,85,1,view
1046,3,2,click
1661,22,2,click
1527,29,2,click
659,7,3,add_to_cart
279,93,3,add_to_cart
574,62,1,view
1997,70,2,click
1969,43,2,click
1507,45,1,view
143,47,1,view
603,12,1,view
1740,30,1,view
68,57,2,click
780,52,1,view
1826,63,1,view
1823,84,2,click
436,97,3,add_to_cart
185,12,2,click
141,91,1,view
191,13,5,conversion
1208,42,1,view
451,3,2,click
1003,26,2,click
1722,24,1,view
116,29,1,view
1275,9,5,conversion
17,99,3,add_to_cart
994,73,2,click
432,3,1,view
1660,68,2,click
1800,6,3,add_to_cart
587,47,2,click
92,61,1,view
197,50,1,view
553,57,5,conversion
611,16,1,view
1144,34,3,add_to_cart
499,18,1,view
1616,41,1,view
869,42,3,add_to_cart
1178,84,2,click
686,91,3,add_to_cart
787,56,2,click
245,16,1,view
922,20,3,add_to_cart
1531,93,1,view
707,61,2,click
1354,77,1,view
479,40,2,click
1437,41,1,view
1100,12,2,click
1543,53,2,click
1639,95,1,view
659,55,1,view
1441,57,5,conversion
1523,89,2,click
1597,10,3,add_to_cart
915,33,1,view
379,4,5,conversion
533,7,3,add_to_cart
1302,46,3,add_to_cart
1994,47,3,add_to_cart
1363,41,1,view
1633,35,1,view
1611,22,1,view
1493,50,2,click
1636,40,2,click
1222,86,1,view
1893,3,1,view
1810,32,3,add_to_cart
160,38,3,add_to_cart
714,94,2,click
106,49,2,click
39,73,1,view
521,34,5,conversion
735,39,2,click
11,6,1,view
1821,37,1,view
599,91,1,view
1739,45,1,view
946,49,2,click
432,37,2,click
1096,56,1,view
739,52,1,view
1833,70,2,click
290,36,1,view
275,40,1,view
123,10,5,conversion
1086,5,2,click
1233,42,2,click
182,64,1,view
1367,13,2,click
786,45,1,view
1347,47,1,view
1382,15,1,view
675,77,1,view
492,13,1,view
44,56,3,add_to_cart
1903,9,2,click
525,9,2,click
1400,35,1,view
1646,61,3,add_to_cart
1987,92,2,click
1798,24,3,add_to_cart
1706,12,2,click
1414,29,2,click
320,89,1,view
1195,58,1,view
118,20,1,view
1973,48,1,view
1044,32,3,add_to_cart
569,48,2,click
579,46,2,click
1318,64,2,click
1554,23,1,view
631,10,3,add_to_cart
1110,29,1,view
1832,98,1,view
180,30,3,add_to_cart
1295,16,1,view
1527,87,2,click
1571,63,3,add_to_cart
1219,90,1,view
1184,58,2,click
664,73,1,view
1759,34,3,add_to_cart
613,67,3,add_to_cart
1178,39,1,view
10,73,2,click
787,43,3,add_to_cart
1769,69,1,view
829,30,3,add_to_cart
1629,74,1,view
1533,37,2,click
1726,64,1,view
37,82,5,conversion
1539,31,1,view
1364,81,2,click
977,53,3,add_to_cart
1748,73,1,view
421,57,2,click
658,31,1,view
303,44,1,view
204,68,1,view
867,16,3,add_to_cart
1170,57,1,view
891,58,1,view
1421,51,2,click
1417,78,1,view
246,76,1,view
747,20,1,view
518,16,1,view
1347,83,2,click
231,57,1,view
1186,63,3,add_to_cart
1734,1,2,click
727,53,2,click
916,40,2,click
53,80,1,view
1336,55,2,click
435,93,2,click
1374,53,1,view
1354,38,3,add_to_cart
1607,57,1,view
985,14,1,view
727,57,3,add_to_cart
958,7,1,view
747,95,1,view
175,46,1,view
577,32,2,click
73,81,3,add_to_cart
1271,88,2,click
1102,41,1,view
663,16,1,view
1290,27,1,view
1945,34,3,add_to_cart
1125,34,1,view
1500,43,2,click
1340,60,1,view
1706,96,2,click
431,30,3,add_to_cart
1412,34,5,conversion
6,90,3,add_to_cart
683,3,5,conversion
1840,43,5,conversion
1598,1,2,click
328,60,3,add_to_cart
962,16,2,click
1447,89,2,click
972,49,2,click
1376,64,3,add_to_cart
1019,7,3,add_to_cart
1137,74,5,conversion
1723,20,2,click
1321,54,3,add_to_cart
46,30,1,view
867,78,2,click
1613,81,1,view
951,55,2,click
627,33,2,click
1313,98,2,click
1687,36,1,view
738,5,1,view
987,77,3,add_to_cart
1642,13,1,view
458,61,1,view
1599,59,2,click
524,17,1,view
217,53,5,conversion
1155,8,2,click
797,24,3,add_to_cart
877,74,1,view
1750,87,1,view
355,43,2,click
705,4,1,view
1241,9,1,view
1255,60,2,click
983,79,2,click
426,6,1,view
94,2,2,click
402,27,2,click
1535,39,3,add_to_cart
1186,2,1,view
1939,98,1,view
474,22,3,add_to_cart
885,73,3,add_to_cart
359,97,2,click
1276,36,1,view
7,11,2,click
1377,73,2,click
1858,78,2,click
241,82,2,click
1172,38,1,view
538,5,1,view
219,69,1,view
946,76,3,add_to_cart
538,55,3,add_to_cart
1208,44,1,view
168,83,1,view
1658,24,3,add_to_cart
1152,95,5,conversion
752,77,5,conversion
885,87,1,view
1187,32,1,view
1175,37,3,add_to_cart
1142,86,1,view
986,45,3,add_to_cart
1384,95,3,add_to_cart
587,20,2,click
614,49,1,view
1473,61,1,view
1285,70,2,click
664,6,2,click
19,93,1,view
918,60,2,click
1400,10,5,conversion
1178,26,3,add_to_cart
821,20,1,view
1943,42,1,view
323,54,1,view
1241,18,1,view
1724,83,2,click
1383,99,2,click
503,88,1,view
808,71,2,click
1561,90,1,view
1812,30,2,click
1801,85,2,click
1704,34,3,add_to_cart
162,21,3,add_to_cart
1981,55,1,view
1037,62,1,view
1019,68,1,view
1262,10,1,view
36,56,1,view
1785,21,2,click
1773,79,5,conversion
780,40,1,view
1534,36,1,view
648,62,1,view
1363,65,1,view
37,36,1,view
158,90,3,add_to_cart
942,13,2,click
275,76,2,click
573,31,2,click
508,58,1,view
1896,23,1,view
896,67,3,add_to_cart
596,79,1,view
1639,45,1,view
161,74,1,view
428,8,2,click
62,14,2,click
1046,38,1,view
907,28,5,conversion
187,28,1,view
1422,5,2,click
1466,8,5,conversion
1419,59,1,view
390,11,3,add_to_cart
923,46,1,view
56,63,5,conversion
13,23,3,add_to_cart
1445,89,5,conversion
1740,56,1,view
436,30,3,add_to_cart
985,81,2,click
170,0,1,view
1804,37,2,click
847,20,1,view
1636,70,2,click
323,20,3,add_to_cart
1387,33,1,view
0,53,1,view
1073,48,1,view
1733,88,2,click
1897,51,1,view
1875,83,1,view
174,34,1,view
1111,92,1,view
566,60,1,view
1699,71,2,click
63,4,5,conversion
694,6,1,view
646,95,1,view
143,90,1,view
1932,41,2,click
1866,80,1,view
1700,19,1,view
1229,99,1,view
1820,89,3,add_to_cart
1631,96,1,view
992,77,1,view
101,41,1,view
1028,42,1,view
648,60,1,view
1714,34,1,view
634,51,3,add_to_cart
1550,7,1,view
1795,33,2,click
1417,64,1,view
224,99,2,click
1007,43,3,add_to_cart
1801,13,2,click
326,63,2,click
223,14,1,view
1142,12,1,view
755,71,1,view
154,72,1,view
1609,42,1,view
1003,5,2,click
822,62,2,click
781,41,3,add_to_cart
537,34,2,click
187,38,3,add_to_cart
571,95,1,view
1992,33,2,click
1533,51,1,view
1288,2,2,click
124,89,1,view
89,8,1,view
253,29,1,view
1048,84,1,view
1578,22,1,view
516,79,3,add_to_cart
909,5,1,view
521,8,1,view
1153,85,2,click
603,19,3,add_to_cart
1898,0,1,view
782,84,2,click
899,83,1,view
878,68,1,view
542,28,1,view
1181,60,1,view
1908,28,2,click
1332,59,1,view
1509,13,2,click
640,32,1,view
940,10,1,view
59,63,1,view
164,88,3,add_to_cart
936,44,2,click
227,90,2,click
1803,0,1,view
919,60,2,click
366,64,1,view
753,46,1,view
210,67,2,click
1886,61,1,view
93,55,1,view
268,88,1,view
1487,20,2,click
362,70,2,click
613,75,3,add_to_cart
530,26,1,view
1300,75,2,click
226,46,1,view
1949,22,2,click
1274,62,2,click
401,54,5,conversion
949,35,2,click
111,67,2,click
209,21,2,click
92,44,2,click
1655,34,3,add_to_cart
1409,59,2,click
1583,50,2,click
1735,68,5,conversion
1104,3,1,view
1374,99,1,view
1546,51,2,click
124,68,1,view
196,95,1,view
1145,69,1,view
732,62,3,add_to_cart
78,8,3,add_to_cart
1791,83,1,view
96,94,2,click
1471,30,1,view
463,47,3,add_to_cart
1267,45,3,add_to_cart
1275,13,1,view
801,56,3,add_to_cart
1542,9,1,view
846,19,5,conversion
831,44,2,click
812,95,1,view
1752,6,1,view
736,31,5,conversion
769,65,1,view
1896,18,3,add_to_cart
1267,18,1,view
1788,35,1,view
1648,70,5,conversion
1871,2,1,view
549,2,2,click
1145,59,3,add_to_cart
1684,83,3,add_to_cart
1019,12,3,add_to_cart
1097,25,2,click
588,15,2,click
104,81,1,view
797,41,2,click
1055,36,5,conversion
1981,30,3,add_to_cart
1546,72,1,view
